total_freight_value,total_payment,payment_installments,total_price
15.11,45.01,1.0,29.9
20.23,200.23,4.0,180.0
7.39,37.38,3.0,29.99
15.1,40.09,4.0,24.99
17.22,155.22,3.0,138.0
18.23,68.13,2.0,49.9
25.0,1424.0,1.0,1399.0
17.3,237.3,1.0,220.0
22.99,81.89,1.0,58.9
17.86,317.85,1.0,299.99
14.91,204.81,4.0,189.9
41.01,130.01,1.0,89.0
7.87,35.87,1.0,28.0
8.88,78.78,1.0,69.9
18.0,327.9,3.0,309.9
12.86,72.76,1.0,59.9
18.2,153.2,1.0,135.0
19.75,99.65,1.0,79.9
20.44,199.44,2.0,179.0
45.11,205.09,4.0,159.98
7.87,35.77,1.0,27.9
72.6,1112.75,1.0,149.95
7.78,32.68,3.0,24.9
7.39,21.39,1.0,14.0
14.61,57.11,1.0,42.5
11.75,431.65,8.0,419.9
18.72,228.62,2.0,209.9
27.31,110.0,1.0,82.69
11.85,47.75,1.0,35.9
11.92,71.82,5.0,59.9
37.32,96.32,5.0,59.0
21.15,655.55,2.0,634.4
14.93,149.64,7.0,59.89
15.73,90.23,2.0,74.5
43.34,673.34,6.0,630.0
10.96,55.86,5.0,44.9
7.78,45.77,1.0,37.99
15.23,39.23,1.0,24.0
82.12,229.11,1.0,146.99
9.44,28.14,1.0,18.7
23.07,92.97,5.0,69.9
16.7,121.7,1.0,105.0
12.48,27.38,1.0,14.9
12.27,122.17,5.0,109.9
15.79,35.69,1.0,19.9
22.06,58.05,1.0,35.99
55.39,215.38,1.0,159.99
37.7,150.69,4.0,112.99
18.23,68.13,6.0,49.9
18.0,125.85,2.0,107.85
19.56,500.56,2.0,481.0
30.2,221.12,10.0,80.36
25.61,135.51,6.0,109.9
14.14,69.14,1.0,55.0
26.16,836.16,1.0,810.0
20.4,64.4,1.0,44.0
16.59,135.17,1.0,118.58
22.89,72.79,2.0,49.9
15.7,85.6,1.0,69.9
16.33,109.23,8.0,92.9
15.31,95.3,3.0,79.99
15.04,220.04,1.0,205.0
90.82,429.82,2.0,339.0
12.75,162.65,1.0,149.9
23.17,322.17,5.0,299.0
18.07,57.07,1.0,39.0
13.14,113.13,2.0,99.99
18.0,137.8,1.0,119.8
27.42,450.84,4.0,198.0
12.89,45.89,1.0,33.0
16.19,364.99,3.0,348.8
15.1,45.0,1.0,29.9
21.88,220.88,4.0,199.0
19.82,600.09,10.0,580.27
16.4,83.16,1.0,66.76
22.39,87.39,1.0,65.0
11.76,116.76,1.0,105.0
14.1,60.0,6.0,45.9
11.15,46.05,1.0,34.9
9.09,56.99,2.0,47.9
15.58,84.58,8.0,69.0
14.35,204.34,2.0,189.99
16.11,48.11,2.0,32.0
19.66,79.56,1.0,59.9
7.88,97.87,2.0,89.99
15.1,65.0,3.0,49.9
17.95,117.94,10.0,99.99
16.7,121.7,1.0,105.0
31.2,222.6,4.0,191.4
11.15,161.05,2.0,149.9
7.78,31.77,1.0,23.99
23.14,103.13,1.0,79.99
14.1,44.09,4.0,29.99
15.24,35.14,1.0,19.9
28.2,172.36,8.0,57.98
15.1,65.09,2.0,49.99
14.15,71.14,7.0,56.99
39.14,488.14,1.0,449.0
29.29,173.09,1.0,143.8
17.63,72.62,3.0,54.99
18.44,98.34,2.0,79.9
35.67,84.57,2.0,48.9
147.44,263.32,1.0,379.2
18.09,137.99,3.0,119.9
16.89,82.86,1.0,65.97
17.63,49.53,3.0,31.9
38.61,118.6,5.0,79.99
15.15,72.14,2.0,56.99
37.88,207.87,1.0,169.99
15.23,28.88,2.0,13.65
25.76,157.66,10.0,131.9
15.17,74.87,1.0,59.7
19.77,142.5,1.0,122.73
26.27,231.27,1.0,205.0
18.49,73.49,7.0,55.0
17.63,57.62,1.0,39.99
26.62,71.62,1.0,45.0
27.45,172.45,2.0,145.0
17.87,122.87,1.0,105.0
19.61,123.61,1.0,104.0
41.0,321.6,2.0,119.8
21.61,181.51,10.0,159.9
18.31,48.3,1.0,29.99
16.11,58.1,1.0,41.99
11.73,51.63,1.0,39.9
32.78,305.16,1.0,119.8
43.11,143.1,7.0,99.99
38.59,186.59,10.0,148.0
14.78,78.56,1.0,24.5
8.11,35.41,1.0,27.3
16.47,56.44,1.0,39.97
18.68,89.32,3.0,25.98
11.85,47.84,1.0,35.99
42.38,72.37,2.0,29.99
11.85,36.75,1.0,24.9
8.88,83.87,1.0,74.99
16.7,121.7,1.0,105.0
196.86,956.86,10.0,760.0
7.78,27.68,1.0,19.9
51.69,190.59,10.0,138.9
25.38,370.36,2.0,159.8
50.92,79.04,1.0,28.12
7.87,27.77,1.0,19.9
106.63,216.62,10.0,109.99
45.49,426.76,1.0,61.2
29.48,94.47,3.0,64.99
14.23,83.22,1.0,68.99
18.51,108.31,1.0,89.8
13.0,72.99,2.0,59.99
14.93,183.83,2.0,168.9
24.26,408.12,4.0,179.8
18.01,203.91,1.0,185.9
16.92,46.82,4.0,29.9
0.0,99.9,3.0,99.9
18.23,48.22,2.0,29.99
23.54,367.08,10.0,160.0
15.1,61.09,2.0,45.99
21.24,128.24,2.0,107.0
24.84,69.84,1.0,45.0
35.34,266.68,1.0,98.0
9.0,128.99,1.0,119.99
12.79,27.75,1.0,14.96
21.15,51.14,5.0,29.99
17.94,116.94,3.0,99.0
22.38,292.37,1.0,269.99
16.99,94.99,1.0,78.0
15.1,24.1,1.0,9.0
15.1,58.0,5.0,42.9
16.35,132.3,1.0,49.8
8.72,38.22,1.0,29.5
8.11,48.11,1.0,40.0
18.23,65.88,6.0,47.65
61.02,5142.06,1.0,1653.0
15.36,83.35,1.0,67.99
18.29,167.29,2.0,149.0
18.5,68.4,1.0,49.9
19.59,56.49,2.0,36.9
26.45,1251.44,10.0,1224.99
16.36,196.36,8.0,180.0
217.32,4183.38,1.0,479.91
12.69,28.59,1.0,15.9
16.05,39.95,1.0,23.9
17.26,77.16,1.0,59.9
16.25,85.25,1.0,69.0
15.95,186.85,4.0,170.9
14.34,203.34,4.0,189.0
11.44,130.34,3.0,118.9
15.1,50.09,5.0,34.99
17.44,257.43,3.0,239.99
8.72,48.71,1.0,39.99
35.6,387.2,1.0,158.0
19.53,68.43,1.0,48.9
19.77,133.62,10.0,113.85
13.37,63.27,1.0,49.9
15.26,87.76,1.0,72.5
16.33,116.23,4.0,99.9
11.85,41.75,1.0,29.9
18.3,46.2,1.0,27.9
18.31,48.3,2.0,29.99
22.4,120.84,4.0,98.44
14.19,414.18,4.0,399.99
18.23,33.23,2.0,15.0
15.15,72.14,1.0,56.99
36.46,268.92,1.0,98.0
17.17,51.67,3.0,34.5
25.21,148.2,4.0,122.99
13.55,68.55,1.0,55.0
28.5,188.4,1.0,159.9
17.74,87.64,1.0,69.9
8.72,58.52,2.0,49.8
25.63,71.23,1.0,45.6
100.88,288.84,1.0,187.96
32.22,39.010000000000005,1.0,45.8
14.06,163.06,10.0,149.0
16.88,116.06,1.0,99.18
14.27,113.27,1.0,99.0
31.04,494.08,1.0,216.0
19.32,69.22,1.0,49.9
65.01,675.01,8.0,610.0
22.09,44.92,1.0,22.83
45.3,327.87,1.0,63.99
16.46,116.36,1.0,99.9
14.5,124.4,10.0,109.9
11.85,27.85,1.0,16.0
29.76,79.06,3.0,49.3
132.62,1098.62,1.0,966.0
15.1,35.4,2.0,20.3
20.64,620.29,8.0,599.65
42.34,301.34,8.0,259.0
8.26,128.26,1.0,120.0
18.4,61.6,1.0,43.2
15.76,158.26,7.0,142.5
13.24,262.14,4.0,248.9
7.39,57.29,1.0,49.9
15.1,60.1,1.0,45.0
7.78,46.78,1.0,39.0
7.78,30.77,3.0,22.99
12.64,302.64,4.0,290.0
15.63,75.53,1.0,59.9
17.98,122.97,1.0,104.99
18.2,108.19,6.0,89.99
7.78,36.78,2.0,29.0
12.7,64.6,2.0,51.9
31.1,80.0,1.0,48.9
17.67,77.57,1.0,59.9
8.16,137.16,1.0,129.0
11.85,36.75,1.0,24.9
28.92,248.82,1.0,219.9
9.34,29.24,1.0,19.9
42.3,54.09,1.0,119.97
12.55,162.55,2.0,150.0
17.63,45.62,1.0,27.99
14.16,394.15,3.0,379.99
15.23,50.22,1.0,34.99
15.16,74.16,2.0,59.0
45.3,248.31,1.0,37.47
22.95,87.94,1.0,64.99
7.77,57.77,1.0,50.0
23.98,223.97,1.0,199.99
27.41,77.31,1.0,49.9
15.16,74.16,1.0,59.0
16.32,96.22,1.0,79.9
44.51,1043.51,10.0,999.0
15.38,55.38,1.0,40.0
49.68,175.32,1.0,37.98
30.2,108.4,3.0,24.0
17.63,41.62,1.0,23.99
17.44,114.48,1.0,39.8
9.22,76.22,1.0,67.0
48.03,397.03,5.0,349.0
14.11,28.11,1.0,14.0
27.22,83.1,1.0,138.98
14.1,63.1,1.0,49.0
151.52,1025.76,10.0,1900.0
22.06,41.96,1.0,19.9
40.56,397.12,1.0,158.0
18.68,133.58,1.0,114.9
19.32,67.32,1.0,48.0
7.87,49.77,4.0,41.9
15.91,115.9,4.0,99.99
64.74,636.74,1.0,572.0
12.14,172.14,1.0,160.0
36.57,215.47,1.0,178.9
28.49,186.49,9.0,158.0
32.77,281.32,10.0,107.89
53.21,176.2,1.0,122.99
15.79,27.34,2.0,11.55
14.1,26.4,1.0,12.3
10.47,335.47,1.0,325.0
14.52,25.51,1.0,10.99
12.97,88.75,3.0,75.78
20.02,138.82,2.0,118.8
71.02,400.92,1.0,329.9
17.06,63.96,1.0,46.9
34.64,154.64,5.0,120.0
11.85,25.83,2.0,13.98
12.79,34.69,3.0,21.9
16.19,364.99,6.0,348.8
12.23,72.22,7.0,59.99
21.35,820.35,10.0,799.0
43.76,170.78,3.0,297.8
18.59,143.58,5.0,124.99
27.61,1027.51,10.0,999.9
15.33,80.33,1.0,65.0
29.5,168.5,6.0,139.0
35.68,406.96,1.0,167.8
18.23,273.23,2.0,255.0
12.81,34.81,1.0,22.0
18.3,47.29,1.0,28.99
26.9,70.4,2.0,43.5
24.15,134.05,10.0,109.9
15.91,135.81,5.0,119.9
11.85,31.75,1.0,19.9
21.51,191.41,1.0,169.9
7.94,47.84,4.0,39.9
14.1,64.09,2.0,49.99
17.12,356.12,6.0,339.0
23.46,128.46,10.0,105.0
23.63,173.53,3.0,149.9
18.68,277.32,2.0,119.98
18.23,29.23,1.0,11.0
21.54,171.44,2.0,149.9
19.59,169.49,2.0,149.9
15.04,220.04,3.0,205.0
20.62,225.12,3.0,204.5
74.69,323.68,1.0,248.99
15.14,430.28,4.0,200.0
31.25,502.48,1.0,219.99
16.14,71.04,2.0,54.9
27.14,147.14,2.0,120.0
31.84,531.28,5.0,233.8
16.0,175.9,6.0,159.9
17.95,117.85,3.0,99.9
80.11,870.11,6.0,790.0
27.48,87.47,4.0,59.99
9.54,38.53,1.0,28.99
13.37,48.27,2.0,34.9
29.04,121.08,1.0,31.5
51.79,1391.79,8.0,1340.0
14.1,61.0,2.0,46.9
16.79,56.79,1.0,40.0
16.95,156.85,1.0,139.9
12.86,87.85,5.0,74.99
27.46,126.45,2.0,98.99
15.21,314.21,2.0,299.0
28.75,58.65,3.0,29.9
14.52,49.42,4.0,34.9
10.91,310.9,10.0,299.99
15.31,76.31,3.0,61.0
20.8,40.79,1.0,19.99
19.19,59.18,1.0,39.99
15.52,125.42,5.0,109.9
20.48,82.47,1.0,61.99
18.99,267.99,1.0,249.0
21.09,120.09,4.0,99.0
14.76,124.66,1.0,109.9
15.41,91.01,6.0,75.6
7.78,29.68,1.0,21.9
22.8,1172.45,6.0,1149.65
17.62,128.52,4.0,110.9
7.39,14.29,1.0,6.9
32.32,292.6,1.0,113.98
14.1,44.09,3.0,29.99
48.84,248.84,5.0,200.0
15.74,157.74,6.0,142.0
18.59,88.49,2.0,69.9
14.13,73.03,3.0,58.9
14.3,92.3,1.0,78.0
7.58,52.63,1.0,45.05
17.14,47.14,1.0,30.0
25.07,235.06,3.0,209.99
32.12,68.06,1.0,104.0
18.52,196.64,2.0,79.8
18.23,63.22,1.0,44.99
15.1,65.0,1.0,49.9
15.1,25.0,1.0,9.9
15.49,264.48,5.0,248.99
7.39,53.29,1.0,45.9
31.93,200.93,10.0,169.0
33.59,1013.59,10.0,980.0
12.74,70.05,1.0,57.31
7.39,47.38,1.0,39.99
15.1,54.1,2.0,39.0
24.04,903.81,6.0,879.77
12.48,57.48,3.0,45.0
27.68,225.11,4.0,197.43
11.85,24.75,2.0,12.9
32.1,141.2,7.0,38.5
19.7,219.6,1.0,199.9
22.85,502.75,9.0,479.9
14.49,71.19,2.0,56.7
23.7,142.7,2.0,119.0
17.6,51.2,1.0,33.6
16.39,106.38,3.0,89.99
15.1,45.09,4.0,29.99
15.1,48.0,1.0,32.9
16.11,66.1,1.0,49.99
23.62,172.62,3.0,149.0
18.23,158.13,3.0,139.9
18.16,148.15,1.0,129.99
11.92,71.82,1.0,59.9
38.4,713.6,3.0,140.0
33.95,1343.7,5.0,637.9
17.55,417.45,1.0,399.9
28.78,437.16,8.0,189.8
110.94,146.98,1.0,330.0
13.81,112.62,1.0,98.81
8.88,78.78,2.0,69.9
12.48,31.38,1.0,18.9
8.11,77.11,2.0,69.0
16.53,126.43,2.0,109.9
13.77,40.67,1.0,26.9
15.74,138.73,2.0,122.99
17.29,165.29,3.0,148.0
13.37,61.37,3.0,48.0
13.33,108.33,5.0,95.0
18.23,42.13,1.0,23.9
18.29,618.28,10.0,599.99
19.3,229.2,5.0,209.9
12.25,162.15,3.0,149.9
8.74,207.74,1.0,199.0
15.15,72.14,2.0,56.99
19.04,49.03,1.0,29.99
19.98,89.88,1.0,69.9
15.1,44.1,4.0,29.0
15.17,75.16,1.0,59.99
15.1,48.0,1.0,32.9
13.25,113.15,1.0,99.9
18.0,2310.4,2.0,559.6
57.04,1013.68,6.0,449.8
0.0,99.9,1.0,99.9
28.88,318.78,1.0,289.9
32.36,304.68,3.0,119.98
36.46,56.22,4.0,75.98
12.79,62.69,1.0,49.9
11.38,121.28,6.0,109.9
8.16,138.06,1.0,129.9
25.25,125.15,2.0,99.9
15.12,109.84,1.0,39.8
32.98,682.98,4.0,650.0
18.23,58.13,1.0,39.9
15.1,24.09,1.0,8.99
13.08,42.58,2.0,29.5
18.31,48.3,4.0,29.99
15.3,94.3,3.0,79.0
76.23,3076.13,10.0,2999.9
11.76,106.66,5.0,94.9
12.4,141.4,5.0,129.0
7.47,37.46,1.0,29.99
57.35,172.25,8.0,114.9
14.1,34.09,1.0,19.99
20.1,190.0,5.0,169.9
8.58,197.58,6.0,189.0
14.49,73.39,2.0,58.9
32.32,73.15,1.0,113.98
12.79,44.79,1.0,32.0
38.16,112.15,5.0,73.99
15.08,145.08,1.0,130.0
7.78,27.78,2.0,20.0
48.5,559.0,1.0,231.0
29.14,228.24,8.0,84.97999999999999
79.48,329.47,5.0,249.99
20.86,135.86,1.0,115.0
7.89,97.89,1.0,90.0
11.9,111.8,10.0,99.9
9.17,69.16,2.0,59.99
11.85,61.75,1.0,49.9
12.12,101.12,1.0,89.0
16.29,236.29,1.0,220.0
12.69,30.49,3.0,17.8
44.34,79.23,1.0,34.89
15.66,145.56,7.0,129.9
14.43,64.33,1.0,49.9
20.82,130.82,1.0,110.0
24.99,147.98,3.0,122.99
8.72,79.16,3.0,70.44
17.59,286.59,2.0,269.0
38.89,977.0,1.0,156.5
7.39,20.27,1.0,12.88
26.11,96.01,5.0,69.9
32.08,221.98,1.0,189.9
11.85,39.85,1.0,28.0
15.1,61.05,1.0,45.95
45.69,406.98,1.0,89.97
25.12,130.01,10.0,89.9
92.85,982.85,1.0,890.0
23.69,123.68,1.0,99.99
50.85,99.75,1.0,48.9
35.12,150.12,1.0,115.0
16.11,22.1,2.0,5.99
14.1,47.0,1.0,32.9
31.93,200.93,5.0,169.0
23.14,103.04,8.0,79.9
7.78,21.77,1.0,13.99
22.67,37.67,10.0,15.0
16.81,166.71,1.0,149.9
22.91,162.81,1.0,139.9
24.94,114.74,2.0,89.8
12.94,53.44,1.0,40.5
12.13,102.03,1.0,89.9
94.0,152.0,2.0,210.0
17.45,196.95,10.0,179.5
17.98,121.78,5.0,103.8
51.16,292.48,2.0,21.96
9.83,109.73,5.0,99.9
15.01,194.5,1.0,179.49
18.68,122.16,1.0,42.4
11.54,86.44,1.0,74.9
15.39,105.38,1.0,89.99
16.18,76.08,1.0,59.9
11.85,29.18,1.0,17.33
16.11,62.07,1.0,45.96
24.82,123.82,2.0,99.0
45.69,65.2,1.0,149.91
7.43,31.43,1.0,24.0
69.08,233.07,4.0,163.99
14.79,163.79,3.0,149.0
23.69,182.69,2.0,159.0
14.19,76.97,1.0,62.78
10.47,335.47,5.0,325.0
18.31,169.61,3.0,151.3
18.29,77.29,1.0,59.0
19.7,369.6,4.0,349.9
38.64,253.28,1.0,88.0
14.51,309.51,4.0,295.0
18.71,148.61,1.0,129.9
18.0,244.0,1.0,104.0
20.4,46.39,4.0,25.99
16.95,116.94,2.0,99.99
15.79,65.78,1.0,49.99
12.84,83.73,1.0,70.89
11.85,43.75,1.0,31.9
119.51,319.49,6.0,199.98
17.66,76.66,1.0,59.0
18.23,48.13,1.0,29.9
7.78,35.77,1.0,27.99
15.29,155.29,2.0,140.0
13.44,73.34,3.0,59.9
21.98,150.98,10.0,129.0
32.22,61.11,1.0,90.0
19.81,204.81,1.0,185.0
44.5,396.6,10.0,153.8
9.34,29.33,2.0,19.99
49.8,230.7,2.0,180.9
17.73,187.63,2.0,169.9
14.1,59.0,1.0,44.9
12.75,84.75,3.0,72.0
17.92,64.61,1.0,46.69
14.1,49.09,4.0,34.99
8.72,48.62,1.0,39.9
49.88,379.36,3.0,139.8
8.19,197.19,4.0,189.0
19.32,58.82,1.0,39.5
31.39,1231.29,10.0,1199.9
52.64,175.32,1.0,298.0
14.33,183.33,1.0,169.0
15.1,30.0,1.0,14.9
26.160000000000004,527.58,3.0,149.7
82.25,1409.0,3.0,270.0
11.95,144.95,1.0,133.0
30.35,300.25,3.0,269.9
21.11,441.11,3.0,420.0
21.18,120.08,1.0,98.9
17.69,85.59,1.0,67.9
115.92,524.88,1.0,234.0
20.56,89.56,1.0,69.0
13.55,171.55,1.0,158.0
11.85,22.84,2.0,10.99
15.31,95.31,1.0,80.0
15.44,114.44,1.0,99.0
18.23,46.13,1.0,27.9
17.88,107.78,4.0,89.9
12.79,55.79,1.0,43.0
16.19,95.69,5.0,79.5
8.98,41.98,1.0,33.0
15.59,69.54,1.0,53.95
15.71,134.71,3.0,119.0
32.04,363.46,4.0,149.69
7.78,57.68,5.0,49.9
14.79,163.79,5.0,149.0
42.66,141.23000000000002,6.0,239.8
17.13,77.03,1.0,59.9
8.62,203.52,2.0,194.9
18.32,81.22,1.0,62.9
14.32,99.22,4.0,84.9
17.84,102.84,1.0,85.0
39.2,1318.0,8.0,619.8
38.76,73.76,5.0,35.0
14.1,54.0,5.0,39.9
9.41,94.4,1.0,84.99
18.65,97.65,3.0,79.0
19.59,108.59,2.0,89.0
19.82,102.81,2.0,82.99
15.1,45.31,1.0,30.21
14.25,85.75,4.0,71.5
33.7,116.75,1.0,199.8
16.66,74.65,1.0,57.99
116.94,246.84,1.0,129.9
23.31,127.31,10.0,104.0
7.4,27.3,1.0,19.9
15.1,45.0,4.0,29.9
35.98,247.78,6.0,211.8
12.43,82.33,1.0,69.9
14.1,59.1,3.0,45.0
11.85,50.85,1.0,39.0
20.96,100.86,2.0,79.9
12.69,60.68,1.0,47.99
15.1,35.0,1.0,19.9
16.25,86.15,8.0,69.9
18.09,138.09,2.0,120.0
23.11,93.01,8.0,69.9
39.76,474.28,1.0,197.38
23.42,61.33,1.0,37.91
27.05,454.1,4.0,200.0
7.96,107.96,1.0,100.0
22.06,36.95,1.0,14.89
24.18,253.18,4.0,229.0
17.0,116.9,1.0,99.9
13.74,101.64,4.0,87.9
38.25,645.75,4.0,177.0
18.23,31.22,1.0,12.99
28.19,98.34,1.0,20.98
38.36,158.36,4.0,120.0
12.89,120.89,1.0,108.0
15.13,70.12,3.0,54.99
116.7,1416.7,1.0,1300.0
7.78,59.89,1.0,52.11
13.92,62.82,1.0,48.9
30.2,250.0,1.0,94.8
24.34,524.24,1.0,499.9
11.9,111.8,10.0,99.9
18.26,73.25,2.0,54.99
8.72,19.62,1.0,10.9
22.19,91.19,9.0,69.0
15.1,44.0,1.0,28.9
36.92,265.92,1.0,229.0
25.63,75.53,3.0,49.9
7.78,57.68,1.0,49.9
13.03,112.03,1.0,99.0
17.63,134.23,1.0,116.6
8.73,89.73,1.0,81.0
69.21,319.11,1.0,249.9
34.05,173.05,1.0,139.0
9.44,49.34,1.0,39.9
15.16,74.16,3.0,59.0
18.23,37.13,1.0,18.9
7.71,27.61,1.0,19.9
15.1,43.09,4.0,27.99
19.43,53.43,1.0,34.0
13.9,249.8,3.0,235.9
8.43,46.43,1.0,38.0
13.08,88.08,1.0,75.0
46.42,616.26,10.0,159.0
40.43,62.93,6.0,22.5
8.64,53.54,2.0,44.9
16.45,41.56,3.0,25.11
25.25,84.15,1.0,58.9
16.32,34.21,1.0,17.89
15.56,60.56,1.0,45.0
9.34,128.04,1.0,118.7
11.85,36.75,1.0,24.9
9.34,44.24,4.0,34.9
16.32,51.22,1.0,34.9
30.87,280.87,3.0,250.0
19.62,1028.62,1.0,1009.0
13.93,273.83,3.0,259.9
34.49,132.39,1.0,97.9
34.41,122.21,1.0,87.8
16.22,309.12,2.0,292.9
12.8,107.95,1.0,95.15
19.57,201.57,8.0,182.0
35.63,1626.83,5.0,1591.2
14.49,71.48,3.0,56.99
15.65,143.55,2.0,127.9
37.88,555.36,10.0,239.8
27.03,96.93,1.0,69.9
8.82,162.57,8.0,153.75
23.91,172.81,4.0,148.9
23.8,137.78,4.0,113.98
21.61,131.51,10.0,109.9
11.22,95.8,1.0,84.58
17.1,38.45,1.0,59.8
17.88,82.88,3.0,65.0
15.1,39.09,1.0,23.99
8.88,43.88,1.0,35.0
18.0,77.9,1.0,59.9
16.11,42.11,1.0,26.0
28.99,378.89,1.0,349.9
49.23,149.23,1.0,100.0
16.16,216.06,4.0,199.9
15.7,152.1,1.0,136.4
15.69,130.69,2.0,115.0
12.97,102.96,1.0,89.99
15.1,45.31,1.0,30.21
15.24,233.48,1.0,101.5
51.06,160.96,10.0,109.9
55.1,172.54999999999998,1.0,290.0
25.4,105.3,2.0,79.9
13.08,52.98,1.0,39.9
15.1,26.0,2.0,10.9
25.9,115.05,3.0,89.15
68.56,454.17,1.0,385.61
19.69,84.59,7.0,64.9
18.29,77.29,1.0,59.0
36.45,212.86,1.0,69.98
25.63,54.62,5.0,28.99
30.66,147.26,1.0,116.6
36.6,672.68,4.0,299.74
16.16,216.15,1.0,199.99
14.43,114.33,3.0,99.9
37.36,190.96,1.0,153.6
61.2,287.97,8.0,226.77
18.25,207.25,3.0,189.0
15.1,45.0,3.0,29.9
42.55,117.45,1.0,74.9
63.33,762.33,8.0,699.0
24.0,167.8,3.0,143.8
17.06,36.95,1.0,19.89
26.13,605.93,4.0,579.8
7.39,21.38,1.0,13.99
26.27,231.27,10.0,205.0
63.27,522.54,1.0,198.0
15.23,61.13,2.0,45.9
18.09,138.08,4.0,119.99
14.1,51.09,5.0,36.99
16.79,29.69,1.0,12.9
7.54,47.44,2.0,39.9
19.92,311.92,3.0,292.0
34.12,139.84,1.0,35.8
35.26,680.26,5.0,645.0
15.38,105.28,6.0,89.9
7.87,15.86,1.0,7.99
27.21,137.2,6.0,109.99
24.96,167.72,8.0,58.9
13.67,173.66,3.0,159.99
10.17,146.29,6.0,136.12
9.07,54.07,1.0,45.0
18.22,78.21,1.0,59.99
15.1,44.1,4.0,29.0
23.42,123.42,10.0,100.0
18.62,124.62,1.0,106.0
16.58,199.58,4.0,183.0
22.75,171.75,1.0,149.0
18.36,248.35,8.0,229.99
18.0,117.9,4.0,99.9
18.59,88.49,1.0,69.9
19.39,79.29,3.0,59.9
7.67,65.67,2.0,58.0
18.93,108.83,1.0,89.9
50.38,170.96,1.0,35.1
22.06,62.56,1.0,40.5
35.84,91.26,9.0,44.9
33.08,132.08,2.0,99.0
12.05,90.05,4.0,78.0
9.44,57.34,5.0,47.9
19.99,500.64,3.0,480.65
28.2,168.36,8.0,55.98
23.43,443.33,10.0,419.9
8.72,41.72,1.0,33.0
29.92,226.72,1.0,196.8
25.63,47.62,1.0,21.99
12.79,42.77,4.0,29.98
25.75,1679.63,5.0,1653.88
8.72,32.42,1.0,23.7
15.28,91.18,1.0,75.9
41.08,140.08,6.0,99.0
17.02,166.92,2.0,149.9
21.48,163.48,1.0,142.0
8.88,118.88,1.0,110.0
16.96,126.86,2.0,109.9
15.73,155.63,4.0,139.9
13.72,73.62,2.0,59.9
13.08,34.23,3.0,21.15
20.36,180.26,1.0,159.9
14.41,110.91,1.0,96.5
7.39,23.39,1.0,16.0
28.81,87.81,5.0,59.0
8.03,118.03,1.0,110.0
80.69,780.68,8.0,699.99
8.72,32.61,1.0,23.89
19.99,249.89,3.0,229.9
42.3,51.05,1.0,59.8
8.91,88.9,1.0,79.99
14.17,74.07,3.0,59.9
15.1,57.1,1.0,42.0
14.61,137.6,1.0,122.99
49.37,169.37,1.0,120.0
8.79,203.78,1.0,194.99
14.0,153.99,10.0,139.99
18.0,86.9,6.0,68.9
14.1,22.0,1.0,7.9
21.79,220.79,10.0,199.0
15.56,36.78,1.0,58.0
15.23,50.22,1.0,34.99
34.47,345.34,4.0,138.2
14.09,152.99,2.0,138.9
19.84,105.24,3.0,85.4
7.78,32.77,3.0,24.99
9.44,49.44,1.0,40.0
36.88,286.78,3.0,249.9
14.52,21.09,2.0,6.57
8.98,208.88,6.0,199.9
17.6,54.39,1.0,36.79
23.94,487.84,1.0,219.98
16.05,44.04,3.0,27.99
27.2,60.53,1.0,33.33
38.58,789.8399999999999,1.0,224.7
18.66,98.65,3.0,79.99
26.89,65.14,2.0,38.25
17.03,102.02,1.0,84.99
12.0,84.0,1.0,72.0
16.11,59.01,1.0,42.9
17.73,86.73,3.0,69.0
43.16,374.32,1.0,144.0
23.21,113.11,4.0,89.9
38.57,243.57,3.0,205.0
14.45,114.35,1.0,99.9
7.99,112.89,1.0,104.9
18.2,367.2,10.0,349.0
7.41,85.41,3.0,78.0
17.63,49.53,4.0,31.9
12.94,52.84,1.0,39.9
20.75,70.74,1.0,49.99
16.0,175.99,3.0,159.99
14.1,27.8,1.0,13.7
13.65,103.55,1.0,89.9
20.31,159.31,3.0,139.0
40.38,190.37,2.0,149.99
10.96,44.96,1.0,34.0
13.91,191.91,1.0,178.0
27.23,157.13,1.0,129.9
17.5,101.5,5.0,84.0
7.78,76.77,1.0,68.99
31.62,330.62,8.0,299.0
19.6,78.5,1.0,58.9
16.47,56.37,1.0,39.9
15.1,55.1,1.0,40.0
26.95,116.85,2.0,89.9
34.18,828.36,5.0,380.0
13.44,73.34,7.0,59.9
46.92,255.87,2.0,208.95
14.33,94.32,4.0,79.99
17.67,77.22,7.0,59.55
25.67,245.57,3.0,219.9
12.86,40.85,1.0,27.99
18.01,127.01,2.0,109.0
15.79,50.69,1.0,34.9
19.44,558.48,3.0,259.8
23.59,422.59,5.0,399.0
13.14,82.14,8.0,69.0
17.8,96.8,1.0,79.0
27.07,70.06,1.0,42.99
11.82,126.72,2.0,114.9
20.97,267.94,10.0,246.97
7.53,46.43,3.0,38.9
18.23,48.13,1.0,29.9
23.56,143.46,4.0,119.9
29.98,593.34,10.0,167.8
7.78,36.27,1.0,28.49
18.34,127.24,1.0,108.9
15.1,34.09,3.0,18.99
9.34,63.74,1.0,54.4
8.27,40.17,1.0,31.9
11.85,30.85,1.0,19.0
18.32,245.27,8.0,226.95
24.94,89.93,1.0,64.99
37.04,60.34,2.0,23.3
13.47,172.96,1.0,159.49
16.79,42.69,1.0,25.9
