total_freight_value,total_payment,payment_installments,total_price
8.72,58.62,1.0,49.9
22.98,305.56,1.0,129.8
12.55,162.55,1.0,150.0
17.64,66.64,1.0,49.0
16.11,41.11,4.0,25.0
21.15,50.15,2.0,29.0
18.31,78.21,7.0,59.9
24.57,289.57,1.0,265.0
15.1,37.6,1.0,22.5
12.62,172.52,7.0,159.9
16.11,62.01,3.0,45.9
17.44,71.64,1.0,54.2
7.39,43.29,2.0,35.9
18.23,58.22,1.0,39.99
11.83,101.73,4.0,89.9
10.04,99.94,3.0,89.9
14.52,38.51,3.0,23.99
9.44,49.34,1.0,39.9
15.68,148.68,8.0,133.0
8.82,32.52,1.0,23.7
17.77,92.67,5.0,74.9
17.08,136.08,1.0,119.0
10.96,34.36,1.0,23.4
35.77,265.76,1.0,229.99
15.1,40.0,1.0,24.9
18.63,137.52,1.0,118.89
15.38,104.56,1.0,89.18
23.7,147.0,1.0,49.8
9.06,52.56,2.0,43.5
19.32,58.32,1.0,39.0
18.26,163.25,3.0,144.99
11.85,37.75,1.0,25.9
8.16,138.06,1.0,129.9
14.78,127.56,1.0,49.0
19.59,76.58,1.0,56.99
14.1,46.1,1.0,32.0
18.23,37.13,1.0,18.9
12.79,41.69,2.0,28.9
7.78,37.77,1.0,29.99
14.1,44.09,4.0,29.99
15.23,51.13,1.0,35.9
17.63,46.63,4.0,29.0
14.1,63.0,6.0,48.9
15.65,125.97,1.0,110.32
9.5,107.5,1.0,98.0
11.73,74.72,1.0,62.99
29.88,149.78,1.0,119.9
36.49,242.78,1.0,84.9
14.22,57.12,1.0,42.9
25.28,158.08,2.0,132.8
27.06,100.05,5.0,72.99
14.72,309.62,5.0,279.9
18.16,148.06,3.0,129.9
15.1,45.0,1.0,29.9
7.78,47.77,1.0,39.99
30.2,180.36,1.0,59.98
15.1,51.1,1.0,36.0
12.79,27.78,1.0,14.99
17.62,167.52,1.0,149.9
30.56,161.08,1.0,49.98
7.4,27.39,2.0,19.99
17.67,77.41,2.0,59.74
11.85,61.75,1.0,49.9
23.03,87.83,1.0,64.8
19.32,47.82,1.0,28.5
18.36,87.26,1.0,68.9
11.39,121.38,1.0,109.99
13.55,140.55,1.0,127.0
13.94,65.93,3.0,51.99
10.53,170.44,1.0,159.91
17.15,216.15,5.0,199.0
11.86,66.86,2.0,55.0
17.63,117.63,3.0,100.0
15.56,61.46,1.0,45.9
18.31,48.21,2.0,29.9
7.95,117.94,2.0,109.99
14.52,44.51,1.0,29.99
23.78,163.68,6.0,139.9
33.71,71.51,7.0,37.8
7.81,86.81,1.0,79.0
21.02,205.02,2.0,184.0
14.84,234.84,2.0,220.0
7.78,27.68,1.0,19.9
17.83,146.83,1.0,129.0
23.29,125.04,7.0,101.75
17.6,57.6,4.0,40.0
17.84,217.83,3.0,199.99
25.38,170.76,1.0,60.0
14.1,53.1,1.0,39.0
17.6,67.5,6.0,49.9
14.43,310.28,6.0,279.9
8.27,67.92,2.0,59.65
18.45,68.35,3.0,49.9
16.31,95.31,4.0,79.0
16.11,211.01,8.0,194.9
22.59,148.49,3.0,125.9
30.2,128.4,6.0,34.0
26.84,103.34,6.0,76.5
16.12,76.02,7.0,59.9
14.52,34.42,1.0,19.9
15.87,175.77,8.0,159.9
0.0,99.9,1.0,99.9
7.68,67.58,1.0,59.9
23.84,287.48,1.0,119.9
14.66,144.56,2.0,129.9
19.5,219.3,7.0,199.8
14.1,63.1,2.0,49.0
30.3,288.56,3.0,113.98
18.14,223.14,7.0,205.0
26.16,215.31,3.0,189.15
31.38,284.16,5.0,110.7
7.7,127.69,1.0,119.99
16.5,61.4,1.0,44.9
28.2,216.0,1.0,79.8
29.73,239.72,8.0,209.99
15.16,73.36,2.0,58.2
16.85,172.35,3.0,155.5
28.2,140.36,6.0,41.98
14.1,27.3,2.0,13.2
39.18,190.33,5.0,149.0
35.34,255.24,5.0,219.9
30.2,78.18,3.0,47.98
0.0,69.9,1.0,69.9
14.52,59.42,5.0,44.9
13.32,273.22,6.0,259.9
24.94,114.74,2.0,89.8
14.1,36.59,1.0,22.49
11.1,81.0,5.0,69.9
39.18,280.63,5.0,241.1
18.43,65.92,1.0,47.49
15.1,45.09,1.0,29.99
14.1,28.1,1.0,14.0
7.78,57.68,1.0,49.9
17.51,197.31,4.0,179.8
39.18,190.37,2.0,149.99
13.23,152.56,1.0,139.33
23.7,207.36,2.0,79.98
7.78,27.77,1.0,19.99
26.76,259.0,6.0,102.74
16.45,114.45,5.0,98.0
8.27,57.27,1.0,49.0
23.56,81.46,1.0,57.9
9.51,108.51,3.0,99.0
16.66,75.65,7.0,58.99
23.35,102.35,2.0,79.0
27.62,247.62,5.0,220.0
22.09,76.08,1.0,53.99
7.78,72.77,1.0,64.99
16.39,76.29,7.0,59.9
8.37,97.37,2.0,89.0
21.89,221.89,4.0,200.0
6.57,105.57,3.0,99.0
11.85,23.82,1.0,11.97
8.36,153.36,5.0,145.0
7.39,25.29,2.0,17.9
39.18,143.31,2.0,101.62
15.1,39.6,3.0,24.5
26.88,293.36,5.0,119.8
8.3,158.3,3.0,150.0
15.42,60.42,3.0,45.0
17.95,117.94,1.0,99.99
18.23,36.13,2.0,17.9
23.48,120.98,1.0,97.5
21.15,33.4,2.0,12.25
14.1,26.09,1.0,11.99
7.58,52.57,1.0,44.99
30.57,135.57,2.0,105.0
23.9,153.8,1.0,129.9
17.85,103.35,4.0,85.5
18.16,148.06,1.0,129.9
22.06,57.96,1.0,35.9
12.25,162.15,1.0,149.9
9.17,69.07,2.0,59.9
26.77,125.77,3.0,99.0
14.44,51.44,1.0,37.0
25.52,291.04,5.0,120.0
32.02,290.02,1.0,258.0
30.2,130.0,1.0,34.8
15.38,105.28,5.0,89.9
16.99,95.99,1.0,79.0
37.16,73.06,1.0,35.9
7.87,35.77,1.0,27.9
27.56,207.46,1.0,179.9
17.76,175.12,1.0,69.8
11.25,103.24,2.0,91.99
15.52,125.32,6.0,109.8
17.54,117.53,2.0,99.99
14.98,214.88,1.0,199.9
16.39,106.39,1.0,90.0
35.43,165.4,3.0,129.97
7.39,37.37,3.0,29.98
14.87,174.86,2.0,159.99
10.96,34.86,3.0,23.9
8.98,98.97,7.0,89.99
11.92,71.91,1.0,59.99
13.87,88.87,2.0,75.0
15.1,28.4,1.0,13.3
19.32,32.22,1.0,12.9
19.1,161.95,1.0,142.85
21.7,130.7,1.0,109.0
16.61,68.61,1.0,52.0
23.11,73.01,3.0,49.9
25.5,287.0,2.0,118.0
20.85,85.75,1.0,64.9
9.25,139.24,3.0,129.99
12.87,208.77,4.0,195.9
7.64,117.96,3.0,110.32
22.89,72.88,3.0,49.99
12.48,31.38,1.0,18.9
8.04,51.04,1.0,43.0
18.98,265.88,2.0,246.9
27.11,143.1,1.0,115.99
20.75,60.74,1.0,39.99
15.23,65.13,1.0,49.9
8.37,97.86,1.0,89.49
15.59,135.49,7.0,119.9
25.72,88.62,1.0,62.9
27.16,146.96,1.0,119.8
20.4,48.3,1.0,27.9
20.1,195.0,5.0,174.9
13.84,181.84,3.0,168.0
18.3,78.3,1.0,60.0
13.78,73.68,2.0,59.9
36.46,268.92,1.0,98.0
7.87,26.77,1.0,18.9
26.94,124.48,3.0,35.3
19.45,88.25,3.0,68.8
36.46,192.52,1.0,59.8
16.22,146.12,1.0,129.9
24.73,210.63,4.0,185.9
17.28,234.16,1.0,99.8
16.72,172.71,4.0,155.99
7.39,18.3,1.0,10.91
14.88,127.88,2.0,113.0
17.68,74.67,3.0,56.99
15.53,105.52,2.0,89.99
17.0,86.99,8.0,69.99
15.68,148.58,1.0,132.9
18.45,68.44,6.0,49.99
9.34,128.04,1.0,118.7
13.61,83.51,1.0,69.9
27.69,223.68,4.0,195.99
12.8,78.7,1.0,65.9
19.91,154.81,1.0,134.9
16.82,98.81,4.0,81.99
9.66,139.56,5.0,129.9
30.2,127.6,1.0,33.6
8.9,26.87,1.0,17.97
17.97,120.87,6.0,102.9
19.3,127.3,1.0,108.0
12.7,64.62,1.0,51.92
18.23,44.22,1.0,25.99
15.52,125.42,6.0,109.9
15.65,125.97,3.0,110.32
12.69,42.59,2.0,29.9
12.15,112.14,1.0,99.99
12.79,30.29,1.0,17.5
21.15,46.14,1.0,24.99
16.52,94.5,1.0,77.98
8.29,43.29,1.0,35.0
38.55,181.55,3.0,143.0
15.23,45.22,1.0,29.99
23.14,103.04,2.0,79.9
31.76,176.76,1.0,145.0
17.98,122.34,2.0,104.36
14.16,267.94,4.0,119.8
15.79,43.78,4.0,27.99
15.1,32.09,1.0,16.99
10.81,100.8,2.0,89.99
11.85,46.85,1.0,35.0
15.1,40.1,1.0,25.0
16.79,42.69,1.0,25.9
12.48,31.38,1.0,18.9
35.91,284.9,1.0,248.99
7.78,52.28,1.0,44.5
7.46,35.36,1.0,27.9
21.86,170.86,8.0,149.0
12.79,29.29,2.0,16.5
16.27,89.17,1.0,72.9
19.29,169.19,1.0,149.9
14.52,33.33,3.0,14.97
20.32,169.32,7.0,149.0
16.54,169.08,1.0,68.0
8.82,25.72,1.0,16.9
19.32,68.22,6.0,48.9
22.17,271.71,1.0,68.4
15.1,30.0,3.0,14.9
18.68,218.58,4.0,199.9
13.47,32.37,1.0,18.9
23.54,128.54,2.0,105.0
13.91,60.81,3.0,46.9
9.54,38.53,1.0,28.99
19.47,215.47,5.0,196.0
18.03,83.93,1.0,65.9
8.27,47.17,4.0,38.9
20.86,106.86,4.0,86.0
39.18,91.23,3.0,49.9
26.06,275.96,2.0,249.9
7.78,57.68,1.0,49.9
11.99,81.89,8.0,69.9
13.39,163.39,1.0,150.0
16.11,66.11,2.0,50.0
18.04,131.61,2.0,113.57
17.45,197.44,8.0,179.99
23.81,199.8,1.0,175.99
30.78,210.78,4.0,180.0
11.85,32.9,1.0,21.05
15.1,65.0,2.0,49.9
25.68,286.11,8.0,69.7
12.57,181.56,3.0,168.99
22.38,292.28,5.0,269.9
13.02,110.01,1.0,96.99
15.1,38.1,1.0,23.0
15.2,80.2,8.0,65.0
27.44,97.43,4.0,69.99
18.24,38.14,1.0,19.9
17.8,182.8,5.0,165.0
22.03,242.03,3.0,220.0
15.14,71.04,2.0,55.9
15.04,220.04,8.0,205.0
15.03,60.93,1.0,45.9
15.11,58.11,1.0,43.0
16.47,104.47,2.0,88.0
13.4,68.3,1.0,54.9
17.88,107.78,5.0,89.9
21.2,78.19,1.0,56.99
12.79,37.78,1.0,24.99
13.69,63.59,6.0,49.9
15.56,75.46,1.0,59.9
11.85,41.75,1.0,29.9
7.39,52.39,1.0,45.0
16.6,56.5,2.0,39.9
15.51,74.01,4.0,58.5
7.86,92.86,1.0,85.0
16.0,194.5,4.0,178.5
33.58,200.76,5.0,66.8
9.34,36.24,1.0,26.9
15.79,34.78,1.0,18.99
23.0,82.9,2.0,59.9
12.69,61.09,6.0,48.4
19.24,74.14,1.0,54.9
12.33,172.33,1.0,160.0
15.56,131.08,3.0,49.98
19.04,42.94,1.0,23.9
16.92,66.91,2.0,49.99
18.96,78.86,1.0,59.9
15.1,45.0,1.0,29.9
36.9,273.6,2.0,99.9
13.43,123.75,6.0,110.32
11.73,69.96,3.0,58.23
13.74,116.24,2.0,102.5
12.79,30.79,2.0,18.0
7.39,22.29,1.0,14.9
21.15,49.91,4.0,24.99
15.67,97.16,1.0,81.49
12.48,36.28,1.0,23.8
16.32,115.04,2.0,98.72
17.99,77.98,6.0,59.99
11.85,31.75,1.0,19.9
15.23,43.22,1.0,27.99
23.38,143.38,1.0,120.0
17.62,186.52,1.0,168.9
12.07,116.97,5.0,104.9
37.59,287.18,1.0,106.0
23.99,143.96,3.0,119.97
16.79,59.69,1.0,42.9
19.42,52.32,1.0,32.9
0.0,69.9,1.0,69.9
16.58,169.12,1.0,67.98
21.42,110.62,5.0,89.2
17.6,116.5,4.0,98.9
20.45,200.45,3.0,180.0
15.1,43.09,4.0,27.99
9.09,57.58,2.0,48.49
32.22,208.44,3.0,72.0
16.07,154.67,1.0,138.6
18.24,38.23,1.0,19.99
12.17,131.17,2.0,119.0
25.81,163.81,6.0,138.0
12.76,72.66,2.0,59.9
14.1,35.09,1.0,20.99
7.78,35.77,1.0,27.99
28.200000000000003,176.0,2.0,59.8
7.82,87.81,8.0,79.99
8.14,135.14,1.0,127.0
36.76,233.12,3.0,79.8
15.1,61.0,2.0,45.9
14.87,214.77,3.0,199.9
14.1,58.0,5.0,43.9
18.15,147.15,3.0,129.0
14.52,32.41,1.0,17.89
12.79,32.69,1.0,19.9
0.0,99.9,3.0,99.9
23.84,267.66,2.0,109.99
16.28,91.18,1.0,74.9
20.43,67.42,1.0,46.99
23.83,162.83,1.0,139.0
7.39,82.38,1.0,74.99
9.27,23.6,1.0,14.33
19.74,138.74,6.0,119.0
35.29,285.19,1.0,249.9
14.52,31.51,1.0,16.99
18.54,123.54,2.0,105.0
29.8,229.5,3.0,199.7
12.48,42.38,3.0,29.9
15.23,45.22,4.0,29.99
21.13,91.03,8.0,69.9
21.22,310.28,1.0,279.9
18.79,238.69,1.0,219.9
18.26,117.26,5.0,99.0
7.67,66.66,3.0,58.99
17.87,122.87,1.0,105.0
20.98,64.88,1.0,43.9
15.7,150.6,7.0,134.9
8.11,28.41,1.0,20.3
34.86,134.76,1.0,99.9
17.42,157.07,1.0,139.65
13.84,130.83,8.0,116.99
8.03,118.35,2.0,110.32
22.3,252.6,2.0,104.0
14.05,104.05,8.0,90.0
9.27,46.02,1.0,36.75
0.0,116.9,6.0,116.9
15.79,40.78,1.0,24.99
24.96,301.52,1.0,125.8
9.55,289.55,1.0,279.9
8.36,37.26,1.0,28.9
0.0,215.6,2.0,107.8
15.56,91.08,1.0,29.98
39.18,302.57,1.0,259.99
11.85,18.75,1.0,6.9
11.85,31.75,1.0,19.9
11.15,50.15,2.0,39.0
14.1,59.1,2.0,45.0
22.0,237.0,8.0,215.0
8.29,83.29,8.0,75.0
18.02,127.92,1.0,109.9
11.15,51.05,1.0,39.9
11.85,36.35,1.0,24.5
14.1,44.07,3.0,29.97
18.33,126.33,1.0,108.0
15.1,59.0,5.0,43.9
28.89,128.88,1.0,99.99
36.46,166.92,1.0,47.0
25.25,125.15,1.0,99.9
7.55,27.45,1.0,19.9
20.05,100.04,1.0,79.99
25.52,204.12,1.0,178.6
19.46,216.36,1.0,196.9
16.13,114.13,1.0,98.0
13.99,103.99,1.0,90.0
20.72,245.72,8.0,225.0
16.11,62.51,1.0,46.4
18.43,96.43,1.0,78.0
23.46,117.45,4.0,93.99
17.78,67.73,3.0,49.95
22.98,172.97,1.0,149.99
7.39,52.39,1.0,45.0
7.78,57.61,1.0,49.83
30.2,130.4,6.0,35.0
13.15,83.14,1.0,69.99
7.39,21.04,1.0,13.65
37.9,87.8,1.0,49.9
8.27,32.77,1.0,24.5
18.38,90.38,1.0,72.0
15.42,60.42,1.0,45.0
28.2,136.0,3.0,39.8
14.1,59.09,5.0,44.99
13.72,180.71,2.0,166.99
16.54,169.04,3.0,67.98
30.2,176.4,1.0,58.0
19.32,248.36,5.0,229.04
16.55,175.55,3.0,159.0
15.1,65.09,1.0,49.99
39.02,261.64,3.0,91.8
15.74,138.73,2.0,122.99
14.52,39.42,1.0,24.9
11.15,62.95,1.0,51.8
0.0,99.9,4.0,99.9
13.08,83.88,8.0,70.8
16.81,96.8,6.0,79.99
13.51,65.5,1.0,51.99
30.2,164.0,1.0,51.8
16.6,49.24,4.0,32.64
16.11,55.61,1.0,39.5
17.26,67.16,2.0,49.9
16.05,50.95,1.0,34.9
12.69,92.59,2.0,79.9
10.96,55.46,1.0,44.5
12.27,122.17,1.0,109.9
17.83,100.82,8.0,82.99
16.76,205.76,3.0,189.0
14.13,73.03,3.0,58.9
35.31,250.73,8.0,215.42
23.16,242.16,5.0,219.0
34.14,147.84,1.0,39.78
7.55,37.54,1.0,29.99
16.49,264.49,3.0,248.0
13.71,52.71,2.0,39.0
14.1,23.1,1.0,9.0
7.78,31.77,3.0,23.99
20.97,120.87,1.0,99.9
7.39,18.43,1.0,11.04
18.55,82.55,4.0,64.0
15.01,215.01,6.0,200.0
16.35,146.35,6.0,130.0
13.07,147.97,2.0,134.9
19.4,208.4,2.0,189.0
15.1,55.09,4.0,39.99
15.59,135.59,1.0,120.0
15.23,33.13,1.0,17.9
15.28,70.27,1.0,54.99
7.4,27.3,1.0,19.9
9.25,107.25,3.0,98.0
17.71,132.61,4.0,114.9
15.1,45.0,1.0,29.9
10.01,270.0,3.0,259.99
16.25,86.25,2.0,70.0
14.1,39.36,1.0,25.26
8.88,76.87,1.0,67.99
39.18,280.65,1.0,238.0
15.8,165.75,1.0,149.95
0.0,99.9,2.0,99.9
15.15,72.14,2.0,56.99
14.53,66.53,1.0,52.0
15.23,33.22,1.0,17.99
17.8,96.7,1.0,78.9
15.24,35.24,1.0,20.0
21.28,141.28,2.0,120.0
15.61,138.6,2.0,122.99
13.52,85.34,3.0,71.82
17.44,248.68,5.0,106.9
13.71,62.61,1.0,48.9
16.48,128.48,2.0,112.0
17.63,45.62,4.0,27.99
16.05,36.04,1.0,19.99
8.11,42.41,4.0,34.3
11.73,31.72,3.0,19.99
17.67,77.57,3.0,59.9
13.73,212.73,7.0,199.0
15.1,34.6,1.0,19.5
22.91,162.81,1.0,139.9
30.2,112.4,1.0,26.0
17.44,189.68,5.0,77.4
23.85,173.75,8.0,149.9
24.19,253.88,5.0,229.69
30.2,128.0,4.0,33.8
11.62,46.52,4.0,34.9
19.84,268.84,5.0,249.0
29.87,149.86,1.0,119.99
11.85,38.75,1.0,26.9
19.38,139.18,1.0,119.8
23.21,82.11,1.0,58.9
17.39,152.39,1.0,135.0
15.1,35.09,3.0,19.99
24.05,270.67,8.0,246.62
7.47,37.37,1.0,29.9
15.1,45.09,1.0,29.99
21.92,103.44,1.0,29.8
17.78,52.77,1.0,34.99
23.35,133.25,8.0,109.9
25.48,278.92,1.0,113.98
12.31,128.31,1.0,116.0
19.29,219.19,4.0,199.9
15.38,105.37,2.0,89.99
15.0,114.06,1.0,99.06
16.18,76.17,3.0,59.99
24.62,264.52,5.0,239.9
18.59,88.58,1.0,69.99
18.03,245.83,8.0,227.8
19.89,119.79,1.0,99.9
19.53,99.53,1.0,80.0
16.38,105.56,5.0,89.18
12.48,68.38,1.0,55.9
17.06,36.95,1.0,19.89
38.78,111.77,3.0,72.99
13.68,159.68,4.0,146.0
14.1,63.1,3.0,49.0
32.98,252.97,4.0,219.99
18.09,137.99,3.0,119.9
21.16,72.15,1.0,50.99
28.8,98.7,1.0,69.9
12.87,42.86,1.0,29.99
17.78,52.68,1.0,34.9
15.23,65.13,3.0,49.9
36.51,206.5,4.0,169.99
15.65,40.25,1.0,24.6
7.78,47.77,2.0,39.99
14.1,39.0,3.0,24.9
15.23,49.59,4.0,34.36
12.79,42.77,4.0,29.98
18.59,88.58,2.0,69.99
23.5,123.49,2.0,99.99
20.3,219.3,4.0,199.0
23.99,110.89,1.0,86.9
12.79,42.69,1.0,29.9
15.1,65.0,1.0,49.9
16.84,310.28,5.0,279.9
18.23,68.13,1.0,49.9
17.85,77.75,6.0,59.9
13.95,66.95,6.0,53.0
13.61,52.21,1.0,38.6
19.51,65.48,1.0,45.97
15.1,32.0,1.0,16.9
15.83,70.83,1.0,55.0
22.63,148.53,1.0,125.9
12.39,181.39,6.0,169.0
34.12,143.24,1.0,37.5
13.44,73.34,1.0,59.9
15.1,40.09,2.0,24.99
13.07,117.97,1.0,104.9
11.78,120.68,2.0,108.9
12.81,33.71,3.0,20.9
20.19,120.09,1.0,99.9
15.99,174.99,2.0,159.0
27.91,206.91,4.0,179.0
10.96,35.86,3.0,24.9
15.39,105.29,2.0,89.9
17.6,67.57,2.0,49.97
14.13,183.13,1.0,169.0
14.1,63.1,4.0,49.0
18.84,97.68,1.0,30.0
11.85,36.75,3.0,24.9
17.8,144.8,7.0,127.0
15.1,53.0,1.0,37.9
13.44,124.09,1.0,110.65
16.44,131.44,1.0,115.0
39.11,159.1,3.0,119.99
12.37,137.37,1.0,125.0
13.47,31.12,1.0,17.65
30.2,144.6,1.0,42.1
39.18,142.43,1.0,99.7
14.59,134.49,1.0,119.9
7.78,36.78,1.0,29.0
12.48,36.27,1.0,23.79
15.1,45.09,4.0,29.99
32.36,304.32,1.0,119.8
11.85,41.84,1.0,29.99
15.79,163.79,6.0,148.0
38.03,107.03,1.0,69.0
16.05,57.95,5.0,41.9
20.27,266.89,3.0,246.62
16.22,82.12,1.0,65.9
19.77,102.67,1.0,82.9
16.24,84.24,2.0,68.0
20.87,80.67,8.0,59.8
12.69,28.29,1.0,15.6
12.54,132.44,1.0,119.9
18.52,78.42,3.0,59.9
15.89,80.89,1.0,65.0
16.11,62.01,4.0,45.9
8.88,68.88,1.0,60.0
23.7,83.68,1.0,59.98
7.78,56.78,2.0,49.0
15.79,39.59,1.0,23.8
0.0,69.9,1.0,69.9
16.07,126.07,5.0,110.0
21.19,121.09,1.0,99.9
22.67,72.62,1.0,49.95
23.46,246.88,1.0,99.98
14.35,163.85,2.0,149.5
7.51,42.48,4.0,34.97
23.19,78.18,3.0,54.99
14.61,137.6,1.0,122.99
28.88,247.76,1.0,95.0
15.79,164.79,8.0,149.0
15.63,75.53,1.0,59.9
17.06,36.06,1.0,19.0
15.1,60.0,6.0,44.9
7.78,26.68,1.0,18.9
13.18,119.18,3.0,106.0
7.78,27.68,1.0,19.9
18.97,174.97,8.0,156.0
12.75,162.65,3.0,149.9
37.04,60.34,2.0,23.3
17.63,67.53,1.0,49.9
7.78,21.43,1.0,13.65
15.2,80.2,1.0,65.0
30.46,180.88,5.0,59.98
18.16,148.06,6.0,129.9
17.63,66.63,1.0,49.0
14.73,154.73,5.0,140.0
7.6,56.6,2.0,49.0
7.39,32.29,3.0,24.9
14.1,36.0,3.0,21.9
15.1,54.1,1.0,39.0
18.43,97.43,4.0,79.0
7.78,31.77,1.0,23.99
17.63,45.62,1.0,27.99
12.6,212.59,2.0,199.99
14.52,124.42,1.0,109.9
32.06,219.63,4.0,187.57
38.55,181.55,2.0,143.0
15.1,45.09,1.0,29.99
30.2,115.0,1.0,27.3
38.6,200.02,1.0,161.42
15.7,150.69,2.0,134.99
29.27,252.52,1.0,96.99
15.23,55.22,1.0,39.99
15.17,75.16,3.0,59.99
32.94,102.84,1.0,69.9
11.85,31.75,1.0,19.9
22.27,227.27,6.0,205.0
13.81,112.81,1.0,99.0
16.85,310.28,8.0,279.9
18.09,253.09,6.0,235.0
7.56,106.56,1.0,99.0
35.2,202.36,1.0,65.98
12.43,78.42,1.0,65.99
16.46,116.44,1.0,99.98
19.85,113.65,5.0,93.8
29.87,149.86,3.0,119.99
26.11,113.07,2.0,86.96
35.81,105.8,1.0,69.99
23.71,153.61,3.0,129.9
27.04,163.93,1.0,136.89
11.92,71.82,1.0,59.9
11.85,36.75,1.0,24.9
39.18,74.28,2.0,31.9
13.47,42.47,1.0,29.0
17.06,65.06,2.0,48.0
18.89,43.89,1.0,25.0
16.32,96.32,1.0,80.0
15.18,128.17,1.0,112.99
25.63,47.62,4.0,21.99
7.4,26.89,1.0,19.49
7.78,32.68,1.0,24.9
15.1,35.0,1.0,19.9
15.31,95.3,1.0,79.99
15.23,83.23,1.0,68.0
11.15,69.04,3.0,57.89
17.88,107.78,3.0,89.9
15.38,105.28,4.0,89.9
16.79,56.79,4.0,40.0
36.37,186.36,5.0,149.99
21.02,96.02,1.0,75.0
22.14,310.28,3.0,279.9
12.79,58.74,1.0,45.95
18.23,35.68,1.0,17.45
18.02,128.02,2.0,110.0
15.73,155.73,2.0,140.0
18.32,245.27,1.0,226.95
30.88,257.76,1.0,98.0
13.44,62.44,4.0,49.0
23.64,143.49,7.0,119.85
18.28,43.27,4.0,24.99
34.15,79.14,2.0,44.99
9.58,104.08,3.0,94.5
7.39,22.38,1.0,14.99
16.16,92.15,1.0,75.99
16.79,41.78,1.0,24.99
18.33,288.33,3.0,270.0
18.75,186.74,5.0,167.99
7.78,42.77,1.0,34.99
8.72,14.72,1.0,6.0
17.15,146.15,2.0,129.0
7.78,36.78,3.0,29.0
19.94,119.84,1.0,99.9
11.57,148.57,2.0,137.0
7.81,85.81,2.0,78.0
15.1,51.1,1.0,36.0
7.87,35.77,1.0,27.9
18.23,63.13,1.0,44.9
15.23,36.13,1.0,20.9
14.52,25.51,1.0,10.99
13.46,67.36,1.0,53.9
16.32,115.32,1.0,99.0
19.32,78.32,1.0,59.0
11.73,71.63,6.0,59.9
37.29,92.17,4.0,54.88
16.11,55.11,2.0,39.0
38.56,183.53,1.0,144.97
9.56,189.56,2.0,180.0
25.86,234.48,2.0,91.38
23.7,135.36,3.0,43.98
18.57,116.57,1.0,98.0
8.03,118.35,5.0,110.32
13.86,133.76,3.0,119.9
16.17,74.16,1.0,57.99
7.43,87.43,2.0,80.0
22.19,181.19,2.0,159.0
23.13,102.13,1.0,79.0
7.78,56.78,2.0,49.0
7.68,67.58,1.0,59.9
13.59,310.28,4.0,279.9
18.91,136.88,2.0,117.97
18.64,234.64,8.0,216.0
27.41,217.4,1.0,189.99
15.52,125.42,3.0,109.9
23.05,90.05,6.0,67.0
14.83,273.63,1.0,258.8
23.41,109.91,5.0,86.5
18.08,137.07,3.0,118.99
15.1,35.09,1.0,19.99
13.18,101.78,1.0,88.6
8.11,21.41,1.0,13.3
27.87,186.87,8.0,159.0
14.79,163.79,7.0,149.0
15.58,135.58,1.0,120.0
23.76,133.76,2.0,110.0
23.6,128.5,1.0,104.9
15.16,215.06,8.0,199.9
8.95,121.44,1.0,112.49
9.69,109.68,2.0,99.99
8.98,98.97,1.0,89.99
7.39,15.38,1.0,7.99
16.79,50.69,1.0,33.9
10.96,37.86,1.0,26.9
0.0,69.9,1.0,69.9
12.9,92.9,1.0,80.0
12.48,19.48,1.0,7.0
13.32,107.22,8.0,93.9
17.78,83.68,1.0,65.9
16.79,31.79,3.0,15.0
15.23,51.13,1.0,35.9
11.15,30.15,3.0,19.0
7.71,37.61,1.0,29.9
14.58,84.57,6.0,69.99
22.27,161.27,2.0,139.0
21.53,170.53,3.0,149.0
18.26,163.25,8.0,144.99
18.13,97.13,2.0,79.0
15.62,89.93,1.0,74.31
16.27,88.89,2.0,72.62
23.7,111.4,5.0,32.0
18.23,65.22,3.0,46.99
22.06,35.75,1.0,13.69
21.25,80.15,2.0,58.9
15.34,100.33,6.0,84.99
12.11,142.11,1.0,130.0
17.76,187.12,1.0,75.8
15.1,30.1,1.0,15.0
13.44,73.34,3.0,59.9
22.1,252.1,1.0,230.0
15.87,126.19,1.0,110.32
25.63,59.52,3.0,33.89
34.78,174.43,2.0,139.65
33.58,186.76,1.0,59.8
28.35,166.35,2.0,138.0
10.91,310.28,2.0,279.9
7.78,76.78,1.0,69.0
7.61,57.59,5.0,49.98
15.1,35.09,1.0,19.99
12.94,52.84,1.0,39.9
11.74,57.64,3.0,45.9
16.05,38.04,1.0,21.99
8.29,26.28,1.0,17.99
15.23,60.22,6.0,44.99
15.1,59.1,3.0,44.0
15.1,64.0,4.0,48.9
17.06,202.87,1.0,185.81
18.51,77.51,2.0,59.0
9.27,45.27,2.0,36.0
21.35,75.25,2.0,53.9
19.0,147.59,5.0,128.59
20.91,139.91,1.0,119.0
23.52,126.02,1.0,102.5
19.04,40.94,1.0,21.9
15.35,82.35,1.0,67.0
28.2,128.36,1.0,35.98
25.63,75.58,7.0,49.95
17.6,62.5,1.0,44.9
18.52,152.72,6.0,134.2
23.35,52.25,1.0,28.9
14.52,28.02,2.0,13.5
17.88,107.78,1.0,89.9
19.32,61.08,1.0,41.76
34.79,124.69,1.0,89.9
12.15,147.65,3.0,135.5
18.36,253.36,4.0,235.0
14.04,160.03,6.0,145.99
15.81,167.81,4.0,152.0
19.66,79.56,7.0,59.9
