order_item_count,total_freight_value,total_payment,payment_installments,total_price
1,12.83,82.73,1.0,69.9
1,34.15,60.05,1.0,25.9
1,21.82,83.07,7.0,61.25
1,51.82,330.82,1.0,279.0
1,15.23,37.22,3.0,21.99
1,12.79,58.69,1.0,45.9
1,20.57,210.56,3.0,189.99
1,16.95,56.94,4.0,39.99
1,8.3,88.09,1.0,79.79
1,22.51,151.51,2.0,129.0
1,17.8,387.8,8.0,370.0
1,24.58,524.48,4.0,499.9
1,16.15,71.15,2.0,55.0
1,16.79,285.79,3.0,269.0
1,9.34,52.24,1.0,42.9
2,23.7,127.0,1.0,39.8
1,14.1,64.09,1.0,49.99
1,27.51,197.5,8.0,169.99
1,11.95,76.85,1.0,64.9
1,13.37,126.37,1.0,113.0
1,18.23,61.23,2.0,43.0
1,16.5,141.5,2.0,125.0
1,12.79,24.41,1.0,11.62
1,27.23,98.55,3.0,71.32
2,30.78,210.78,4.0,180.0
1,13.68,100.58,3.0,86.9
1,18.33,83.13,1.0,64.8
2,33.2,226.4,4.0,80.0
1,26.79,96.69,1.0,69.9
1,29.81,140.8,5.0,110.99
1,15.94,185.84,1.0,169.9
1,18.0,122.99,2.0,104.99
1,11.85,51.84,1.0,39.99
1,18.17,98.16,3.0,79.99
1,25.63,55.53,5.0,29.9
1,15.24,85.14,1.0,69.9
5,63.45,942.25,4.0,125.0
2,48.5,2323.25,10.0,4598.0
1,44.38,351.96,8.0,307.58
1,17.67,77.57,1.0,59.9
2,30.28,282.16,1.0,110.8
1,16.6,106.5,2.0,89.9
1,37.52,156.52,3.0,119.0
1,9.24,79.14,3.0,69.9
1,23.29,124.79,3.0,101.5
1,30.1,280.09,7.0,249.99
1,16.05,39.25,3.0,23.2
1,10.96,40.86,1.0,29.9
1,11.15,75.14,1.0,63.99
1,7.39,41.29,1.0,33.9
1,13.44,73.34,6.0,59.9
1,17.02,166.99,1.0,149.97
1,17.83,456.83,3.0,439.0
1,11.85,60.85,1.0,49.0
1,12.69,41.69,3.0,29.0
1,14.1,54.0,1.0,39.9
1,15.1,45.0,1.0,29.9
1,43.0,132.99,2.0,89.99
1,18.6,517.59,8.0,498.99
1,17.83,117.73,2.0,99.9
1,17.09,137.08,2.0,119.99
1,13.92,142.92,2.0,129.0
2,18.24,476.44,1.0,219.98
1,33.08,132.08,1.0,99.0
1,15.14,213.14,1.0,198.0
1,15.1,52.0,1.0,36.9
1,23.11,78.11,7.0,55.0
3,22.17,17.380000000000003,1.0,29.97
1,17.53,172.53,5.0,155.0
2,17.0,319.6,2.0,142.8
2,30.2,216.4,5.0,78.0
1,38.55,181.55,1.0,143.0
2,26.62,457.04,12.0,201.9
1,21.2,78.19,7.0,56.99
1,18.59,27.59,2.0,9.0
1,23.64,143.49,7.0,119.85
1,17.92,47.91,1.0,29.99
1,11.73,81.72,1.0,69.99
1,18.51,108.5,1.0,89.99
1,41.0,190.98,10.0,149.98
1,16.33,116.23,4.0,99.9
1,19.72,94.71,1.0,74.99
1,19.36,199.26,5.0,179.9
1,8.29,27.79,1.0,19.5
2,35.34,310.28,1.0,119.8
1,12.79,52.69,1.0,39.9
1,18.59,58.59,5.0,40.0
1,22.89,46.89,1.0,24.0
1,16.11,55.6,5.0,39.49
2,30.22,112.4,1.0,25.98
2,53.8,320.9,3.0,588.0
1,39.71,148.71,3.0,109.0
3,29.82,25.840000000000003,1.0,47.7
1,7.54,47.03,1.0,39.49
2,15.56,145.92,2.0,57.4
1,9.03,49.02,1.0,39.99
1,12.48,24.04,1.0,11.56
1,15.52,125.51,2.0,109.99
1,37.12,98.62,1.0,61.5
1,15.23,84.23,4.0,69.0
1,17.87,106.87,10.0,89.0
1,7.94,47.84,1.0,39.9
1,12.13,102.03,8.0,89.9
1,12.79,34.69,1.0,21.9
1,18.16,148.06,1.0,129.9
1,74.34,4764.34,8.0,4690.0
1,9.19,128.19,6.0,119.0
1,17.95,117.94,1.0,99.99
1,15.84,105.74,1.0,89.9
1,13.58,93.57,1.0,79.99
1,9.34,58.29,1.0,48.95
1,14.87,114.76,1.0,99.89
1,15.39,92.28,1.0,76.89
3,22.17,327.42,1.0,86.97
1,15.23,47.13,4.0,31.9
1,29.38,159.35,1.0,129.97
1,19.62,267.62,6.0,248.0
1,20.03,140.03,2.0,120.0
1,13.23,59.13,1.0,45.9
1,19.32,38.32,3.0,19.0
1,29.22,654.82,10.0,625.6
1,16.79,43.29,1.0,26.5
1,7.78,21.48,1.0,13.7
1,118.66,348.66,5.0,230.0
3,76.89,56.63,1.0,93.0
1,25.09,130.09,1.0,105.0
1,22.73,168.63,1.0,145.9
1,16.43,96.41,1.0,79.98
1,13.83,129.79,3.0,115.96
1,29.56,208.56,4.0,179.0
1,7.87,39.87,1.0,32.0
2,28.06,446.6,2.0,195.24
1,16.79,36.69,1.0,19.9
1,17.87,105.87,10.0,88.0
1,21.78,121.78,2.0,100.0
1,25.22,135.22,2.0,110.0
1,14.99,113.59,4.0,98.6
1,7.39,52.38,1.0,44.99
1,7.81,87.71,1.0,79.9
1,48.49,447.49,3.0,399.0
1,15.44,114.34,3.0,98.9
1,15.37,54.37,1.0,39.0
1,33.08,132.08,1.0,99.0
1,15.6,91.67,4.0,76.07
1,17.25,62.25,1.0,45.0
1,14.2,99.2,1.0,85.0
1,11.85,33.85,1.0,22.0
1,12.7,64.7,1.0,52.0
1,15.15,72.05,3.0,56.9
1,18.3,168.2,1.0,149.9
1,7.39,23.29,1.0,15.9
1,22.39,1035.79,5.0,1013.4
1,8.29,68.28,6.0,59.99
1,12.79,30.69,1.0,17.9
1,19.07,158.07,6.0,139.0
1,28.8,917.8,10.0,889.0
1,15.1,35.0,1.0,19.9
1,7.78,39.78,3.0,32.0
1,18.69,133.69,12.0,115.0
1,14.52,42.42,1.0,27.9
1,11.99,81.89,3.0,69.9
1,7.95,37.85,3.0,29.9
2,38.68,287.36,1.0,105.0
1,18.26,278.16,10.0,259.9
1,39.05,185.05,1.0,146.0
1,16.21,225.21,1.0,209.0
1,57.79,217.78,4.0,159.99
1,74.31,269.3,1.0,194.99
1,18.05,132.95,10.0,114.9
1,14.47,194.47,2.0,180.0
1,23.85,173.84,8.0,149.99
2,23.96,571.92,2.0,262.0
1,15.23,35.22,1.0,19.99
2,40.16,139.98,1.0,239.8
1,9.56,189.56,2.0,180.0
1,18.88,129.53,4.0,110.65
1,38.27,137.27,4.0,99.0
2,30.270000000000003,260.14,1.0,99.8
1,15.15,72.14,1.0,56.99
1,11.95,76.94,7.0,64.99
1,13.92,59.82,2.0,45.9
1,17.45,546.45,8.0,529.0
1,79.97,857.97,10.0,778.0
1,7.78,57.68,2.0,49.9
1,15.37,104.37,1.0,89.0
1,16.22,91.12,4.0,74.9
1,34.56,204.52,4.0,169.96
1,18.3,78.29,2.0,59.99
1,9.91,157.91,2.0,148.0
1,72.64,222.62,3.0,149.98
1,15.25,87.24,4.0,71.99
1,19.24,486.24,1.0,467.0
1,14.62,78.52,1.0,63.9
1,16.25,86.15,2.0,69.9
1,9.91,259.9,1.0,249.99
1,17.92,67.91,1.0,49.99
1,9.91,157.91,2.0,148.0
1,14.92,184.82,2.0,169.9
1,17.02,126.92,5.0,109.9
1,16.79,66.69,3.0,49.9
2,37.61,2607.0,4.0,1265.89
1,11.85,48.84,2.0,36.99
3,76.89,364.77,1.0,44.7
1,17.6,67.5,1.0,49.9
1,18.23,38.13,1.0,19.9
1,16.32,64.22,2.0,47.9
1,19.07,189.07,8.0,170.0
1,13.16,93.15,1.0,79.99
1,19.81,139.71,6.0,119.9
1,15.24,35.14,1.0,19.9
1,15.1,49.4,1.0,34.3
1,13.37,63.07,5.0,49.7
1,8.44,178.34,3.0,169.9
3,45.3,65.09,1.0,149.97
1,22.7,132.6,1.0,109.9
1,19.1,99.0,4.0,79.9
1,14.16,162.16,1.0,148.0
1,37.08,61.98,5.0,24.9
4,54.400000000000006,1475.96,1.0,314.6
1,21.21,80.2,4.0,58.99
1,18.23,29.72,1.0,11.49
1,18.96,78.86,1.0,59.9
1,13.61,98.51,4.0,84.9
1,9.91,108.91,1.0,99.0
1,15.1,60.1,2.0,45.0
1,14.06,82.56,3.0,68.5
2,35.34,77.57,1.0,119.8
1,12.13,102.03,8.0,89.9
1,21.03,104.02,1.0,82.99
1,9.96,89.86,1.0,79.9
1,17.6,57.6,3.0,40.0
1,10.96,25.86,1.0,14.9
1,18.52,147.52,7.0,129.0
1,7.61,57.51,3.0,49.9
1,97.37,245.87,1.0,148.5
1,11.73,35.72,1.0,23.99
1,7.94,35.84,1.0,27.9
2,62.52,645.0,2.0,259.98
1,18.51,198.41,1.0,179.9
1,14.21,139.11,2.0,124.9
1,12.43,82.33,1.0,69.9
1,14.21,104.11,1.0,89.9
1,17.06,28.95,1.0,11.89
1,14.26,84.16,4.0,69.9
1,22.93,62.21,3.0,39.28
3,66.17999999999999,44.38,1.0,66.96000000000001
1,12.81,327.8,8.0,314.99
1,14.1,59.1,1.0,45.0
1,25.63,44.53,1.0,18.9
1,25.55,1184.55,1.0,1159.0
1,11.85,27.75,1.0,15.9
1,8.27,56.57,1.0,48.3
2,46.46,340.92,2.0,124.0
1,59.06,198.96,3.0,139.9
1,20.8,59.8,1.0,39.0
1,45.02,125.0,1.0,79.98
1,22.67,57.57,4.0,34.9
2,22.51,784.62,8.0,369.8
1,23.96,189.96,2.0,166.0
1,16.79,46.69,1.0,29.9
1,35.74,210.64,3.0,174.9
1,19.69,83.68,2.0,63.99
1,15.38,105.38,7.0,90.0
1,11.85,46.84,1.0,34.99
1,15.24,85.14,1.0,69.9
1,17.63,52.63,1.0,35.0
1,17.73,86.73,3.0,69.0
1,33.08,132.08,2.0,99.0
1,15.56,45.46,1.0,29.9
1,22.85,47.84,1.0,24.99
1,16.09,206.92,1.0,190.83
1,32.4,332.3,4.0,299.9
1,18.15,146.05,10.0,127.9
1,12.76,192.75,1.0,179.99
1,7.39,52.39,1.0,45.0
1,22.06,40.96,1.0,18.9
1,18.23,33.23,1.0,15.0
1,18.8,98.8,4.0,80.0
2,77.58,695.16,2.0,270.0
4,37.36,357.28,4.0,51.96
1,18.49,148.39,3.0,129.9
2,28.2,176.36,1.0,59.98
2,48.62,332.04,8.0,117.4
1,14.29,45.78,1.0,31.49
1,11.85,40.75,4.0,28.9
1,12.93,82.83,8.0,69.9
1,24.88,528.22,4.0,503.34
1,34.69,123.69,1.0,89.0
1,25.68,215.58,6.0,189.9
1,17.88,107.78,8.0,89.9
1,15.66,145.65,3.0,129.99
1,31.73,159.73,1.0,128.0
1,23.65,692.65,8.0,669.0
1,15.92,715.32,2.0,699.4
1,15.1,55.0,1.0,39.9
1,16.42,111.37,1.0,94.95
1,18.2,108.19,2.0,89.99
1,15.1,30.0,1.0,14.9
1,17.42,397.41,10.0,379.99
1,16.97,91.97,9.0,75.0
1,10.96,27.95,1.0,16.99
1,29.1,149.1,1.0,120.0
1,48.65,355.95,2.0,307.3
1,23.43,143.43,1.0,120.0
4,260.12,4560.48,2.0,880.0
1,8.03,118.35,5.0,110.32
1,9.37,89.27,3.0,79.9
1,28.02,273.02,4.0,245.0
1,17.92,57.91,4.0,39.99
2,15.56,147.12,3.0,58.0
6,159.66,3657.96,2.0,450.0
1,12.89,45.79,1.0,32.9
1,15.56,54.06,5.0,38.5
1,27.47,194.37,3.0,166.9
1,25.08,824.08,8.0,799.0
1,11.85,33.75,1.0,21.9
1,24.35,69.34,6.0,44.99
1,11.62,53.52,3.0,41.9
1,16.8,68.7,1.0,51.9
1,10.96,20.86,1.0,9.9
1,15.29,74.28,1.0,58.99
1,7.61,57.1,1.0,49.49
1,18.42,63.41,1.0,44.99
1,16.17,74.07,1.0,57.9
1,19.39,118.39,2.0,99.0
1,8.29,58.28,2.0,49.99
1,16.31,95.31,1.0,79.0
2,18.14,216.24,10.0,89.98
1,22.06,67.05,1.0,44.99
1,8.05,108.85,1.0,100.8
1,11.85,55.35,2.0,43.5
1,20.8,38.79,1.0,17.99
1,16.32,241.32,8.0,225.0
1,22.81,148.7,1.0,125.89
1,38.88,228.87,1.0,189.99
1,16.19,176.09,8.0,159.9
1,18.79,117.79,1.0,99.0
3,103.32,2109.87,8.0,599.97
1,7.87,25.67,2.0,17.8
1,10.96,59.96,1.0,49.0
1,13.3,213.18,4.0,199.88
1,13.79,123.61,3.0,109.82
1,18.99,146.19,1.0,127.2
1,7.92,102.82,10.0,94.9
1,13.57,77.47,2.0,63.9
1,7.39,14.29,1.0,6.9
1,17.13,77.03,1.0,59.9
1,9.78,159.68,2.0,149.9
1,12.99,831.89,8.0,818.9
1,13.37,54.87,2.0,41.5
1,20.94,415.94,2.0,395.0
1,23.28,123.18,1.0,99.9
1,19.14,167.14,8.0,148.0
1,8.71,87.61,3.0,78.9
2,27.44,694.48,3.0,319.8
1,18.29,45.78,1.0,27.49
1,8.72,37.71,3.0,28.99
1,16.79,30.09,1.0,13.3
1,15.87,175.77,5.0,159.9
2,16.58,140.76,1.0,53.8
1,41.42,135.48,4.0,94.06
1,27.35,177.25,4.0,149.9
1,16.75,166.65,1.0,149.9
1,20.1,150.09,2.0,129.99
1,11.85,51.34,1.0,39.49
2,68.3,64.14,5.0,59.98
1,20.26,130.26,1.0,110.0
1,20.9,400.8,4.0,379.9
1,25.0,124.0,1.0,99.0
1,17.05,103.85,1.0,86.8
1,13.49,143.48,2.0,129.99
1,33.54,213.5,4.0,179.96
1,13.42,70.22,2.0,56.8
1,38.16,87.16,1.0,49.0
1,23.07,73.06,7.0,49.99
2,17.88,719.76,10.0,342.0
1,7.88,97.87,3.0,89.99
1,20.61,410.51,8.0,389.9
2,53.22,266.04,1.0,79.8
1,15.31,95.3,1.0,79.99
1,21.18,120.18,1.0,99.0
1,11.73,58.63,1.0,46.9
1,14.51,144.5,2.0,129.99
1,13.08,72.93,1.0,59.85
1,23.32,172.32,1.0,149.0
1,18.23,38.12,1.0,19.89
1,16.79,36.69,1.0,19.9
1,33.68,732.68,3.0,699.0
1,15.79,60.69,1.0,44.9
1,18.23,30.7,3.0,12.47
1,15.23,45.13,4.0,29.9
1,50.74,388.74,1.0,338.0
1,16.29,101.28,1.0,84.99
1,12.88,44.83,4.0,31.95
1,17.82,175.82,7.0,158.0
1,44.99,119.89,1.0,74.9
1,10.13,112.13,5.0,102.0
1,17.16,147.15,2.0,129.99
1,18.65,218.54,10.0,199.89
7,16.17,3048.36,10.0,419.3
1,18.52,200.52,1.0,182.0
1,12.48,27.38,1.0,14.9
1,12.61,171.61,1.0,159.0
1,18.1,140.0,7.0,121.9
1,16.35,101.25,2.0,84.9
1,10.96,35.86,1.0,24.9
3,45.69,235.17,1.0,32.7
1,16.95,186.94,8.0,169.99
1,32.75,332.74,6.0,299.99
1,43.08,137.97,1.0,94.89
1,12.48,194.48,10.0,182.0
3,82.44,2046.42,10.0,599.7
1,20.4,50.4,5.0,30.0
1,12.9,92.8,1.0,79.9
1,11.85,31.75,1.0,19.9
1,8.38,39.38,1.0,31.0
1,15.43,94.43,1.0,79.0
1,20.69,274.69,5.0,254.0
1,17.65,287.64,4.0,269.99
1,8.11,38.01,2.0,29.9
1,7.78,47.78,1.0,40.0
1,20.98,90.88,1.0,69.9
2,26.88,293.36,3.0,119.8
1,11.73,66.72,1.0,54.99
1,16.49,246.39,2.0,229.9
1,22.7,133.02,1.0,110.32
1,8.27,38.17,1.0,29.9
1,11.85,41.75,1.0,29.9
1,9.34,39.24,1.0,29.9
1,13.47,174.47,10.0,161.0
1,13.25,128.25,1.0,115.0
1,19.67,218.67,1.0,199.0
1,21.22,125.21,1.0,103.99
1,25.68,82.67,2.0,56.99
1,14.1,169.0,1.0,154.9
1,16.46,116.36,7.0,99.9
1,21.59,191.49,1.0,169.9
1,18.94,138.84,2.0,119.9
1,21.06,161.05,1.0,139.99
1,31.55,160.55,1.0,129.0
1,29.52,114.42,8.0,84.9
2,274.25,1778.3,10.0,614.9
1,15.1,44.1,1.0,29.0
1,10.29,499.29,8.0,489.0
1,15.24,35.24,1.0,20.0
1,20.05,425.94,20.0,405.89
1,17.94,116.94,1.0,99.0
1,17.02,167.02,1.0,150.0
1,15.1,31.0,3.0,15.9
1,15.59,135.49,8.0,119.9
1,27.46,158.46,5.0,131.0
1,23.42,93.32,4.0,69.9
1,16.53,145.53,7.0,129.0
1,16.14,215.14,10.0,199.0
1,23.38,138.28,1.0,114.9
1,23.93,68.92,3.0,44.99
1,17.4,154.3,10.0,136.9
1,14.68,334.68,2.0,320.0
1,14.88,179.78,2.0,164.9
1,13.47,32.37,1.0,18.9
1,7.39,35.29,1.0,27.9
2,47.6,722.8,8.0,1398.0
1,15.1,55.07,4.0,39.97
1,37.45,107.35,1.0,69.9
3,57.1,441.21,1.0,89.97
1,10.46,263.36,2.0,252.9
1,15.1,35.0,1.0,19.9
1,13.47,38.47,3.0,25.0
1,14.1,44.09,4.0,29.99
1,37.9,86.8,4.0,48.9
1,16.32,96.22,1.0,79.9
1,69.01,258.91,1.0,189.9
1,18.16,148.15,5.0,129.99
1,11.73,71.63,2.0,59.9
1,15.74,138.73,3.0,122.99
1,14.1,46.0,4.0,31.9
1,19.72,87.62,3.0,67.9
1,7.78,27.77,1.0,19.99
1,24.03,199.02,10.0,174.99
1,15.23,28.88,1.0,13.65
1,7.78,56.78,1.0,49.0
1,9.51,109.5,1.0,99.99
1,16.33,96.23,1.0,79.9
1,14.15,71.14,1.0,56.99
2,33.58,146.76,1.0,39.8
1,11.38,121.38,1.0,110.0
1,18.47,102.47,1.0,84.0
1,21.64,1871.64,8.0,1850.0
1,20.97,113.87,1.0,92.9
1,12.25,162.24,3.0,149.99
1,39.36,356.36,10.0,317.0
1,18.31,218.21,8.0,199.9
1,21.3,510.3,8.0,489.0
1,18.09,137.99,10.0,119.9
1,12.07,161.97,8.0,149.9
1,45.36,174.36,1.0,129.0
1,12.69,41.69,1.0,29.0
1,15.73,110.63,5.0,94.9
2,71.14,325.47,2.0,579.8
1,18.37,178.27,8.0,159.9
2,171.18,1782.28,10.0,719.96
1,10.21,209.21,1.0,199.0
1,16.92,84.82,1.0,67.9
1,13.96,198.96,2.0,185.0
1,15.18,75.08,1.0,59.9
1,18.35,388.82,1.0,370.47
1,227.66,6726.66,1.0,6499.0
1,7.78,31.77,1.0,23.99
1,52.06,172.06,3.0,120.0
1,32.28,211.28,1.0,179.0
1,15.79,55.69,1.0,39.9
1,15.1,25.09,1.0,9.99
2,51.68,863.12,10.0,379.88
1,13.79,123.69,1.0,109.9
1,56.9,96.8,7.0,39.9
1,14.93,103.93,8.0,89.0
1,17.67,77.57,2.0,59.9
1,108.47,314.37,1.0,205.9
1,18.23,38.13,1.0,19.9
3,48.33,594.09,4.0,149.7
1,64.74,636.74,10.0,572.0
1,15.79,45.78,4.0,29.99
1,16.47,136.46,1.0,119.99
1,14.8,164.1,2.0,149.3
1,17.22,110.12,5.0,92.9
1,13.37,50.5,1.0,37.13
1,15.62,89.62,1.0,74.0
2,30.22,240.44,6.0,90.0
1,16.79,55.79,1.0,39.0
1,15.1,41.0,1.0,25.9
2,33.22,293.02,8.0,259.8
1,20.01,369.01,8.0,349.0
1,27.78,142.68,1.0,114.9
1,18.54,157.54,5.0,139.0
1,15.1,55.09,1.0,39.99
1,17.94,115.94,1.0,98.0
1,101.57,701.47,1.0,599.9
1,18.98,175.98,6.0,157.0
1,17.76,542.66,1.0,524.9
1,14.09,86.99,4.0,72.9
1,63.13,222.13,4.0,159.0
1,23.99,143.89,2.0,119.9
1,18.23,64.22,3.0,45.99
1,24.84,54.34,3.0,29.5
1,20.99,150.89,5.0,129.9
1,29.02,118.02,2.0,89.0
1,37.7,181.7,6.0,144.0
1,12.48,62.38,1.0,49.9
1,12.48,31.38,1.0,18.9
1,18.18,267.78,1.0,249.6
1,14.1,39.09,3.0,24.99
1,17.03,207.02,1.0,189.99
1,22.63,147.62,1.0,124.99
1,12.01,91.01,1.0,79.0
1,16.31,95.31,1.0,79.0
1,7.78,57.68,1.0,49.9
1,17.92,41.91,2.0,23.99
1,12.31,128.31,1.0,116.0
4,67.68,28.81,1.0,47.56
1,26.43,56.42,1.0,29.99
1,19.53,349.53,8.0,330.0
1,24.77,134.77,2.0,110.0
1,35.95,125.85,6.0,89.9
1,14.62,79.61,1.0,64.99
1,15.4,93.4,2.0,78.0
1,17.5,168.49,3.0,150.99
1,16.08,206.07,1.0,189.99
1,12.48,26.43,1.0,13.95
1,15.23,24.23,1.0,9.0
1,17.51,127.5,3.0,109.99
1,7.54,47.44,1.0,39.9
2,30.2,70.18,1.0,39.98
1,11.37,61.27,1.0,49.9
1,25.63,32.47,1.0,6.84
1,22.93,52.92,5.0,29.99
1,11.06,76.05,2.0,64.99
1,61.35,200.35,6.0,139.0
1,10.08,279.98,2.0,269.9
1,26.46,146.46,10.0,120.0
1,11.55,86.54,1.0,74.99
1,7.5,98.49,1.0,90.99
1,13.94,142.94,7.0,129.0
1,9.34,87.43,1.0,78.09
1,13.71,46.21,1.0,32.5
1,15.83,105.01,2.0,89.18
1,9.53,40.43,1.0,30.9
1,8.03,118.35,2.0,110.32
1,7.53,45.53,1.0,38.0
1,16.95,186.85,1.0,169.9
1,10.96,31.86,1.0,20.9
1,63.2,2060.2,4.0,1997.0
1,15.42,110.32,1.0,94.9
1,98.02,153.02,1.0,55.0
2,28.26,69.03,1.0,109.8
1,12.48,44.38,1.0,31.9
1,11.15,75.14,1.0,63.99
1,8.82,288.72,2.0,279.9
2,22.12,303.84,4.0,129.8
1,7.39,32.38,1.0,24.99
1,15.1,55.09,5.0,39.99
1,17.06,36.96,1.0,19.9
1,13.44,73.34,1.0,59.9
1,9.14,119.04,2.0,109.9
1,9.29,89.19,8.0,79.9
1,15.1,54.1,1.0,39.0
1,9.85,114.85,5.0,105.0
1,16.46,55.36,1.0,38.9
1,12.8,78.79,1.0,65.99
1,12.17,150.17,1.0,138.0
1,12.11,142.1,2.0,129.99
1,69.39,429.29,5.0,359.9
1,13.49,143.48,1.0,129.99
1,14.52,55.85,3.0,41.33
1,43.78,293.77,1.0,249.99
2,28.3,284.56,3.0,113.98
1,15.1,30.0,3.0,14.9
1,30.0,63.0,1.0,33.0
2,78.34,446.48,1.0,144.9
1,58.76,187.76,1.0,129.0
1,18.2,128.15,1.0,109.95
1,20.91,139.91,1.0,119.0
1,59.09,203.09,5.0,144.0
1,11.85,53.84,5.0,41.99
1,19.85,59.84,5.0,39.99
1,15.14,133.94,2.0,118.8
1,13.94,145.29,2.0,131.35
1,17.67,77.57,1.0,59.9
1,50.1,275.0,4.0,224.9
1,11.36,374.35,8.0,362.99
1,9.34,47.34,1.0,38.0
1,17.14,197.14,1.0,180.0
1,18.32,93.12,1.0,74.8
1,11.73,67.65,6.0,55.92
1,16.11,32.11,3.0,16.0
1,13.4,68.39,1.0,54.99
1,7.78,31.77,3.0,23.99
1,16.57,131.57,3.0,115.0
1,23.5,73.4,1.0,49.9
1,9.45,188.45,10.0,179.0
1,45.67,305.57,8.0,259.9
1,15.1,33.84,3.0,18.74
1,16.16,73.15,3.0,56.99
1,16.11,41.71,1.0,25.6
1,18.82,242.72,4.0,223.9
3,48.33,490.59,5.0,115.2
1,7.78,56.78,1.0,49.0
4,58.84,258.62,1.0,199.78
1,17.42,157.32,1.0,139.9
1,27.05,99.95,1.0,72.9
1,11.76,90.76,1.0,79.0
2,37.54,167.08,4.0,46.0
1,15.24,85.23,1.0,69.99
1,36.66,224.16,1.0,187.5
1,16.32,33.07,1.0,16.75
2,25.44,490.48,10.0,219.8
1,29.15,328.15,8.0,299.0
1,25.61,135.51,1.0,109.9
1,14.73,94.63,1.0,79.9
1,38.59,98.49,1.0,59.9
1,25.25,125.15,6.0,99.9
1,8.29,23.19,1.0,14.9
1,29.47,628.45,8.0,598.98
1,36.35,211.25,1.0,174.9
1,16.79,35.69,1.0,18.9
1,14.1,60.09,1.0,45.99
1,22.3,106.3,1.0,84.0
1,11.85,25.5,1.0,13.65
1,24.06,133.86,1.0,109.8
1,11.85,46.85,2.0,35.0
1,17.51,131.51,6.0,114.0
1,15.38,104.87,1.0,89.49
1,8.29,60.29,6.0,52.0
1,14.1,57.09,1.0,42.99
1,62.87,182.86,5.0,119.99
1,16.7,245.5,8.0,228.8
2,28.6,92.3,1.0,156.0
1,38.22,134.12,1.0,95.9
1,21.3,136.3,6.0,115.0
1,37.9,82.8,1.0,44.9
1,12.98,103.98,1.0,91.0
1,12.43,112.42,2.0,99.99
1,15.98,61.88,5.0,45.9
1,16.12,86.02,2.0,69.9
1,8.27,25.17,1.0,16.9
1,18.22,78.21,7.0,59.99
1,9.34,79.33,3.0,69.99
1,21.64,136.54,3.0,114.9
1,8.72,55.21,1.0,46.49
1,27.57,115.54,11.0,87.97
1,18.15,147.15,2.0,129.0
1,17.08,433.07,10.0,415.99
1,8.88,43.88,1.0,35.0
3,83.4,1869.3,1.0,539.7
2,24.98,789.92,8.0,369.98
1,9.11,117.1,10.0,107.99
1,24.35,245.05,12.0,220.7
1,14.52,59.51,5.0,44.99
1,23.83,162.83,2.0,139.0
1,8.3,158.3,6.0,150.0
1,23.41,122.41,1.0,99.0
1,12.71,95.51,1.0,82.8
2,33.84,343.68,1.0,138.0
1,9.09,26.99,2.0,17.9
1,13.65,103.55,1.0,89.9
1,21.08,110.98,8.0,89.9
1,7.78,25.77,1.0,17.99
1,7.64,117.96,1.0,110.32
1,15.3,75.29,3.0,59.99
1,54.72,804.72,3.0,750.0
1,16.63,71.62,3.0,54.99
1,21.74,572.64,3.0,550.9
1,13.15,82.65,1.0,69.5
1,18.23,39.5,1.0,21.27
1,23.77,152.77,8.0,129.0
1,11.85,44.75,1.0,32.9
1,20.08,139.42,2.0,119.34
1,80.98,639.98,10.0,559.0
2,74.98,949.92,10.0,399.98
1,23.56,163.46,2.0,139.9
2,68.3,59.14,2.0,49.98
1,17.92,112.92,2.0,95.0
1,24.32,223.32,4.0,199.0
1,15.44,112.44,1.0,97.0
1,19.95,169.85,1.0,149.9
1,14.1,63.1,1.0,49.0
2,31.69,690.98,8.0,313.8
1,18.04,131.61,1.0,113.57
2,39.1,794.88,1.0,358.34
1,19.32,59.82,5.0,40.5
1,26.01,475.01,1.0,449.0
1,15.1,65.0,5.0,49.9
1,14.1,49.0,1.0,34.9
1,20.99,200.98,2.0,179.99
4,142.68,330.28,6.0,187.6
1,15.01,194.91,3.0,179.9
1,18.24,69.73,1.0,51.49
1,15.23,47.13,1.0,31.9
1,16.08,155.98,3.0,139.9
1,9.02,46.92,3.0,37.9
5,63.25,2188.75,1.0,374.5
1,11.85,47.75,2.0,35.9
1,16.63,70.63,1.0,54.0
1,15.41,108.31,2.0,92.9
1,16.15,71.64,1.0,55.49
1,13.11,153.1,1.0,139.99
1,38.94,328.69,10.0,289.75
1,13.28,133.18,1.0,119.9
1,27.51,92.5,5.0,64.99
1,14.49,73.39,1.0,58.9
1,67.56,206.56,2.0,139.0
1,30.98,380.97,6.0,349.99
1,8.72,43.62,1.0,34.9
2,35.56,210.72,1.0,69.8
1,17.48,406.48,5.0,389.0
1,7.39,26.38,1.0,18.99
1,18.91,133.91,1.0,115.0
1,14.53,203.53,1.0,189.0
1,19.0,148.0,2.0,129.0
1,16.48,89.38,3.0,72.9
4,102.52,65.53,1.0,159.6
1,17.59,102.59,1.0,85.0
1,24.94,1623.94,6.0,1599.0
2,30.19,194.12,9.0,66.87
1,9.37,89.27,1.0,79.9
1,9.28,309.18,2.0,299.9
3,53.19,2138.67,1.0,659.7
1,22.85,49.69,1.0,26.84
1,14.1,37.09,1.0,22.99
1,8.81,158.8,3.0,149.99
1,17.99,77.98,6.0,59.99
1,14.5,124.5,1.0,110.0
1,37.04,55.04,3.0,18.0
1,20.38,190.28,1.0,169.9
